Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
7e56df0595074bf024f2b50f46ede9ee;2024-01-22;2024-01-22;Operacao Simples;Tráfico de Drogas;CE;SR/PF/CE;Nao;;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f106021acf832aab91e002d19a31c80b;2024-01-21;2024-01-21;Operacao Simples;Tráfico de Drogas;DF;SR/PF/DF;Nao;;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
50720306abc5211afbd0b4dfa271120e;2024-01-21;2024-01-21;Operacao Simples;Tráfico de Drogas;CE;SR/PF/CE;Nao;;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0
3fabf3df01d114f49d9e7d9f6a5a2ad3;2024-01-20;2024-01-20;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
d072f91c01255cf2f51d75308b7569b0;2024-01-20;2024-01-20;Operacao de Apoio;Crimes Financeiros;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
bfba798ab7fbd28e9c05e978e33dd4c1;2024-01-20;2024-01-20;Operacao Simples;Crimes Fazendários;MS;DPF/NVI/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
5d4ae74d1fc68675546692a782da7e22;2024-01-20;2024-01-20;Operacao Simples;Tráfico de Drogas;MS;DPF/PPA/MS;Nao;Paraguai;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ea8bfd74684793660c2aca578210cba2;2024-01-20;2024-01-20;Operacao Simples;Tráfico de Drogas;MS;DPF/PPA/MS;Nao;Paraguai;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7bc74a3dbf870e2efa020cfd0c19a91e;2024-01-20;2024-01-20;Operacao Simples;Crimes Fazendários;MS;DPF/PPA/MS;Nao;Paraguai;0;0;0;0;;;;62123.4;0;0;0;0;0;0;0;0;0;0
7fa175579625d64cf30140fc205aa9cf;2024-01-19;2024-01-19;Operacao Simples;Crimes Fazendários;MS;DPF/PPA/MS;Nao;Paraguai;0;0;0;0;;;;19125.0;0;0;0;0;0;0;0;0;0;0
94ab7b5997820be2ce628dd0c42e0b72;2024-01-19;2024-01-19;Operacao Simples;Crimes Fazendários;RN;SR/PF/RN;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
21990dfc2dc3f0d2cc29a8b2c37829ea;2024-01-22;2024-01-19;Operacao Simples;Tráfico de Drogas;MS;DPF/TLS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
38c3bdc5c1475cdc0b12d208bd6d1d93;2023-06-23;2024-01-18;Operacao Especial;Tráfico de Drogas;SP;NIP/PF/STS/SP;Nao;;0;1;0;5;;;;;0;0;0;0;0;0;0;0;0;0
a9edfa264c091fe3ab79359b98451d03;2023-12-03;2024-01-18;Operacao Comum;Crimes de Ódio e Pornografia Infantil;RJ;SR/PF/RJ;Nao;;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
6ee934260c80f2e2f9098dcd3e44c032;2024-01-17;2024-01-18;Operacao Simples;Tráfico de Drogas;AC;SR/PF/AC;Nao;Bolívia;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
6db7734d167cf28b7030f4e13cf734d2;2024-01-18;2024-01-18;Operacao de Apoio;Crimes Financeiros;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
5df6791bf786a8d8c6b9edaafb28686e;2024-01-18;2024-01-18;Operacao Especial;Crimes Fazendários;MS;DPF/PPA/MS;Nao;Paraguai;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
b74ba0de6df81b65b9befa0ebeaa4e1f;2024-01-26;2024-01-18;Operacao Simples;Crimes Fazendários;SP;DPF/ARU/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
729d260c8ed687f770ec37265a2c0b4a;2024-01-17;2024-01-17;Operacao de Apoio;Crimes Contra o Patrimônio;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
666d53a5e77c921b08551c1b1de4107e;2024-01-17;2024-01-17;Operacao de Apoio;Crimes Contra o Patrimônio;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
1bf00b0b7ef1e0bab79a6c129833c9a4;2024-01-17;2024-01-17;Operacao de Apoio;Crimes Contra o Patrimônio;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
b2b6a4da284fae2b142ed8c17d9b4a07;2024-01-17;2024-01-17;Operacao de Apoio;Crimes Contra o Patrimônio;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
cf370a5f5c82be91337a26e3e6479b99;2024-01-17;2024-01-17;Operacao de Apoio;Crimes Contra o Patrimônio;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
11401e6da31846fa116ee7c465cbfdb2;2024-01-17;2024-01-17;Operacao Simples;Crimes Fazendários;MS;SR/PF/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
c4856bb867729206c355a611e00a00b7;2024-01-17;2024-01-17;Operacao Simples;Tráfico de Drogas;MS;DPF/NVI/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
3548b888356ea427067af01e47cceb53;2024-01-17;2024-01-17;Operacao Simples;Tráfico de Drogas;SP;DPF/RPO/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
a269ba2de7c47692cce1956aca54f22d;2024-01-17;2024-01-17;Operacao de Apoio;Crimes Ambientais e Contra o Patrimônio Cultural;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4738db1ddf5a4ab230fa84e70829a39b;2024-01-16;2024-01-16;Operacao Simples;Crimes Fazendários;MS;DPF/NVI/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9b0bf79013ee299334866361ab61e58b;2024-01-16;2024-01-16;Operacao Simples;Crimes Fazendários;SP;DPF/RPO/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f3590a49bf92f48ab5d85a15993457fc;2024-01-15;2024-01-15;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
c71968a1258462eeffb3e3741f75ce19;2024-01-15;2024-01-15;Operacao Simples;Tráfico de Drogas;PE;SR/PF/PE;Nao;;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
48682790ddaa917b811b72b6bbecd8e5;2024-01-15;2024-01-15;Operacao Simples;Tráfico de Drogas;SP;DPF/SOD/SP;Nao;;4;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4f8749ae3fea0527a4024521d5133c7b;2024-01-19;2024-01-15;Operacao Especial;Crimes de Ódio e Pornografia Infantil;PB;DPF/PAT/PB;Nao;;0;0;0;4;;;;;0;0;0;0;0;0;0;0;0;0
c0b8a03e4aeff470591ef802448b9648;2024-01-14;2024-01-14;Operacao Simples;Crimes Fazendários;PA;SR/PF/PA;Nao;;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
46740e6ce5065cc90e6458ca804c3c70;2024-01-13;2024-01-13;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
e695b18fb13684b6536ec3dee244364e;2024-01-13;2024-01-13;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
055f7c4b822d1f3fbf4e860c4dc528ee;2024-01-13;2024-01-13;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
637e48532f7a5e5f5c251329a7d1771d;2024-01-13;2024-01-13;Operacao Simples;Crimes Fazendários;MS;DPF/NVI/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f51db9cd7699563f9da3288da9aa07b3;2024-01-12;2024-01-12;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7803b20e24ad3c01b765f982bc81b365;2024-01-12;2024-01-12;Operacao Especial;Crimes Ambientais e Contra o Patrimônio Cultural;MT;DPF/CAE/MT;Sim;Bolívia;2;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
acc7ec41e3ba51f2cfb45ba101a018c1;2024-01-12;2024-01-12;Operacao Simples;Crimes Fazendários;RN;SR/PF/RN;Nao;;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
50b5466113c42d57266bdc79e34cda52;2020-10-06;2024-01-11;Operacao Especial;Crimes de Corrupção;MA;SR/PF/MA;Nao;;0;0;0;14;;;;53524540.74;0;0;0;0;0;0;0;0;0;0
789cd44b61b3099d28c20bc884dcf62e;2023-10-27;2024-01-11;Operacao Comum;Crimes Ambientais e Contra o Patrimônio Cultural;SC;SR/PF/SC;Nao;;1;0;0;2;;;;;0;0;0;0;0;0;0;0;0;0
93cf926bddbd6a2c7c7f10cbecff1faf;2024-01-11;2024-01-11;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
25545953258694f824f1963c79e576f1;2024-01-11;2024-01-11;Operacao Comum;Crimes de Ódio e Pornografia Infantil;PA;SR/PF/PA;Nao;;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0
599c7da3a8060e730b3099876f451387;2024-01-11;2024-01-11;Operacao Simples;Crimes Fazendários;SP;DPF/RPO/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7d887b652372411db2de97a2ccda4305;2024-01-11;2024-01-11;Operacao de Apoio;Crimes Fazendários;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4d5e2a243dc69c204e36fd9d14430359;2024-01-11;2024-01-11;Operacao de Apoio;Crimes Fazendários;SP;SR/PF/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
851fee433a5a7795f5380fc6c3f0bd0f;2024-01-11;2024-01-11;Operacao Especial;Tráfico de Drogas;ES;SR/PF/ES;Nao;;0;0;0;6;;;;;0;0;0;0;0;0;0;0;0;0
aed498e4aa26fe4de198cfbe87fd154c;2024-01-11;2024-01-11;Operacao Simples;Crimes Financeiros;RN;SR/PF/RN;Nao;;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
db1d8137c7f7c5e8655ea70c51ef0a47;2023-11-27;2024-01-10;Operacao Especial;Crimes de Ódio e Pornografia Infantil;AL;SR/PF/AL;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
0bf2c23725c5597754df0814a3f90b1a;2023-12-07;2024-01-10;Operacao Comum;Crimes Fazendários;SP;DPF/CAS/SP;Nao;;1;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
3295b634a8de8aec26501ae23b2cdc07;2024-01-10;2024-01-10;Operacao Especial;Crimes Fazendários;BA;DPF/PSO/BA;Nao;;0;2;0;1;;;;;0;0;0;0;0;0;0;0;0;0
81768371374c30866a2b39089f63d084;2024-01-10;2024-01-10;Operacao Simples;Crimes Ambientais e Contra o Patrimônio Cultural;MS;DPF/NVI/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
a293a3a937e5e0b027d6b29e89961460;2024-01-10;2024-01-10;Operacao Simples;Crimes Fazendários;MS;DPF/NVI/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
85381b031c1c0566b39341f44299588b;2024-01-10;2024-01-10;Operacao Simples;Crimes Fazendários;SP;DPF/RPO/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
020ef80aa4314aa662529e8b8aaf5b55;2024-01-10;2024-01-10;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
c2898a33c504e6585958b4c3db2881c7;2024-01-10;2024-01-10;Operacao Especial;Crimes Ambientais e Contra o Patrimônio Cultural;MT;DPF/CAE/MT;Sim;Bolívia;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
32569d44abe040a880aa63f0b6412c15;2024-01-15;2024-01-10;Operacao Simples;Crimes Fazendários;MS;DPF/TLS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
611a9c116da71af5494fefc3b45fd9d6;2023-11-24;2024-01-09;Operacao Comum;Crimes de Ódio e Pornografia Infantil;SP;DPF/SOD/SP;Nao;;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
132fcd7120ef21171e34f903aeeff797;2024-01-09;2024-01-09;Operacao Comum;Crimes de Corrupção;AM;SR/PF/AM;Nao;;0;1;0;0;;;;;0;0;0;0;0;0;0;0;1;0
57aac34c9b7bdd49ea50ebe92f47f487;2024-01-09;2024-01-09;Operacao de Apoio;Tráfico de Drogas;MS;DPF/PPA/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4644b0587a01b61975e467a48adffc81;2024-01-09;2024-01-09;Operacao de Apoio;Tráfico de Drogas;MS;SR/PF/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9d9bf8cb4cce8bcc003260be94e099a2;2024-01-09;2024-01-09;Operacao Simples;Crimes Fazendários;MS;SR/PF/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
c9a79c70a488ec182b0fb21ca5394272;2024-01-09;2024-01-09;Operacao Simples;Tráfico de Drogas;SP;DPF/CZO/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ee60fc9abd4f71aaf849f301975553f6;2024-01-10;2024-01-09;Operacao Simples;Crimes Fazendários;MS;SR/PF/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
47e371f28cccfe63295a174b07170c87;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;RO;SR/PF/RO;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
be7823273010f1606057afbd2934373c;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;RO;SR/PF/RO;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
c73372ef997d2931705561862f74cdbf;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;RO;SR/PF/RO;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
e7ae0af7f576839f0ababb817c71e236;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;RO;SR/PF/RO;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2eb72d2494721debd42b3e4d3e6b9bad;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
a466a64a9ff741e0365c57cc1db2aa1b;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7461aaa50eeae708c4dba8bf8b41d291;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ad8f9786872edfa102f7204c82b56244;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
0f7a16ea22d56cb3474c86b1baa42134;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
3088f345ee29ffeec086f5e6996fa534;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
965bdf833cb20c44b33a6224298bf14f;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
8320dd4e29561726932d4d16ebc46af0;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;SP;DPF/MII/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
d91ffabb8b01ca9aef50b485432563dc;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MT;SR/PF/MT;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
e06394c1356ef910c5061ca51aaabd57;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MT;SR/PF/MT;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9e1d73864076f821ef56815157f60808;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MT;SR/PF/MT;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
15ad17b8eb6acd1f508cd05deadbe339;2024-01-08;2024-01-08;Operacao Simples;Crimes Contra o Patrimônio;PA;SR/PF/PA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2265d75ae4b30f82ae419ff078f070aa;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
0a30afa5374267e53e00d873fb4d54d8;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
450dcd80b42b54268f4dc9df01193165;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
5c137cc9ea7373f19e552d71011089c9;2024-01-08;2024-01-08;Operacao de Apoio;Crimes de Corrupção;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7b15749beb8f6fdabd6db7d44cd3e00c;2024-01-08;2024-01-08;Operacao Simples;Crimes Fazendários;SP;DPF/MII/SP;Nao;;0;0;0;0;;;;142247.5;0;0;0;0;0;0;0;0;0;0
03fa43b4d64a6e550ee401c3e384bac8;2024-01-07;2024-01-07;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
bb1ba12f6b85ecbbb611c472382b629d;2024-01-07;2024-01-07;Operacao de Apoio;Crimes de Corrupção;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
42b74d6a68c76521350615e4d3a34cf7;2024-01-18;2024-01-07;Operacao Simples;Crimes Fazendários;SP;DPF/BRU/SP;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
d2748af987d41448bb4b427810568359;2024-01-06;2024-01-06;Operacao de Apoio;Crimes de Corrupção;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
b18ada80aa42846bdf8d3785e2480ff1;2024-01-05;2024-01-05;Operacao de Apoio;Crimes Financeiros;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
8a41e7a525b2475efb31151d047328ba;2024-01-05;2024-01-05;Operacao de Apoio;Crimes Financeiros;DF;SR/PF/DF;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
